ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
"=""99826""",ALASKA,42.56
"=""99827""",ALASKA,42.56
"=""99829""",ALASKA,42.56
"=""99830""",ALASKA,42.56
"=""99832""",ALASKA,42.56
"=""99833""",ALASKA,42.56
"=""99835""",ALASKA,42.56
"=""99836""",ALASKA,42.56
"=""99840""",ALASKA,42.56
"=""99841""",ALASKA,42.56
"=""99850""",ALASKA,42.56
"=""99901""",ALASKA,42.56
"=""99903""",ALASKA,42.56
"=""99918""",ALASKA,42.56
"=""99919""",ALASKA,42.56
"=""99921""",ALASKA,42.56
"=""99922""",ALASKA,42.56
"=""99923""",ALASKA,42.56
"=""99925""",ALASKA,42.56
"=""99926""",ALASKA,42.56
"=""99927""",ALASKA,42.56
"=""99928""",ALASKA,42.56
"=""99929""",ALASKA,42.56
"=""99950""",ALASKA,42.56
"=""35004""",ALABAMA,31.22
"=""35005""",ALABAMA,31.22
"=""35006""",ALABAMA,31.22
"=""35007""",ALABAMA,31.22
"=""35010""",ALABAMA,31.22
"=""35011""",ALABAMA,31.22
"=""35013""",ALABAMA,31.22
"=""35014""",ALABAMA,31.22
"=""35015""",ALABAMA,31.22
"=""35016""",ALABAMA,31.22
"=""35019""",ALABAMA,31.22
"=""35020""",ALABAMA,31.22
"=""35021""",ALABAMA,31.22
"=""35022""",ALABAMA,31.22
"=""35023""",ALABAMA,31.22
"=""35031""",ALABAMA,31.22
"=""35032""",ALABAMA,31.22
"=""35033""",ALABAMA,31.22
"=""35034""",ALABAMA,31.22
"=""35035""",ALABAMA,31.22
"=""35036""",ALABAMA,31.22
"=""35038""",ALABAMA,31.22
"=""35040""",ALABAMA,31.22
"=""35041""",ALABAMA,31.22
"=""35042""",ALABAMA,31.22
"=""35043""",ALABAMA,31.22
"=""35044""",ALABAMA,31.22
"=""35045""",ALABAMA,31.22
"=""35046""",ALABAMA,31.22
"=""35048""",ALABAMA,31.22
"=""35049""",ALABAMA,31.22
"=""35051""",ALABAMA,31.22
"=""35052""",ALABAMA,31.22
"=""35053""",ALABAMA,31.22
"=""35054""",ALABAMA,31.22
"=""35055""",ALABAMA,31.22
"=""35056""",ALABAMA,31.22
"=""35057""",ALABAMA,31.22
"=""35058""",ALABAMA,31.22
"=""35060""",ALABAMA,31.22
"=""35061""",ALABAMA,31.22
"=""35062""",ALABAMA,31.22
"=""35063""",ALABAMA,31.22
"=""35064""",ALABAMA,31.22
"=""35068""",ALABAMA,31.22
"=""35070""",ALABAMA,31.22
"=""35071""",ALABAMA,31.22
"=""35072""",ALABAMA,31.22
"=""35073""",ALABAMA,31.22
"=""35074""",ALABAMA,31.22
"=""35077""",ALABAMA,31.22
"=""35078""",ALABAMA,31.22
"=""35079""",ALABAMA,31.22
"=""35080""",ALABAMA,31.22
"=""35082""",ALABAMA,31.22
"=""35083""",ALABAMA,31.22
"=""35085""",ALABAMA,31.22
"=""35087""",ALABAMA,31.22
"=""35089""",ALABAMA,31.22
"=""35091""",ALABAMA,31.22
"=""35094""",ALABAMA,31.22
"=""35096""",ALABAMA,31.22
"=""35097""",ALABAMA,31.22
"=""35098""",ALABAMA,31.22
"=""35111""",ALABAMA,31.22
"=""35112""",ALABAMA,31.22
"=""35114""",ALABAMA,31.22
"=""35115""",ALABAMA,31.22
"=""35116""",ALABAMA,31.22
"=""35117""",ALABAMA,31.22
"=""35118""",ALABAMA,31.22
"=""35119""",ALABAMA,31.22
"=""35120""",ALABAMA,31.22
"=""35121""",ALABAMA,31.22
"=""35123""",ALABAMA,31.22
"=""35124""",ALABAMA,31.22
"=""35125""",ALABAMA,31.22
"=""35126""",ALABAMA,31.22
"=""35127""",ALABAMA,31.22
"=""35128""",ALABAMA,31.22
"=""35130""",ALABAMA,31.22
"=""35131""",ALABAMA,31.22
"=""35133""",ALABAMA,31.22
"=""35135""",ALABAMA,31.22
"=""35136""",ALABAMA,31.22
"=""35137""",ALABAMA,31.22
"=""35139""",ALABAMA,31.22
"=""35142""",ALABAMA,31.22
"=""35143""",ALABAMA,31.22
"=""35144""",ALABAMA,31.22
"=""35146""",ALABAMA,31.22
"=""35147""",ALABAMA,31.22
"=""35148""",ALABAMA,31.22
"=""35149""",ALABAMA,31.22
"=""35150""",ALABAMA,31.22
"=""35151""",ALABAMA,31.22
"=""35160""",ALABAMA,31.22
"=""35161""",ALABAMA,31.22
"=""35171""",ALABAMA,31.22
"=""35172""",ALABAMA,31.22
"=""35173""",ALABAMA,31.22
"=""35175""",ALABAMA,31.22
"=""35176""",ALABAMA,31.22
"=""35178""",ALABAMA,31.22
"=""35179""",ALABAMA,31.22
"=""35180""",ALABAMA,31.22
"=""35181""",ALABAMA,31.22
"=""35182""",ALABAMA,31.22
"=""35183""",ALABAMA,31.22
"=""35184""",ALABAMA,31.22
"=""35185""",ALABAMA,31.22
"=""35186""",ALABAMA,31.22
"=""35187""",ALABAMA,31.22
"=""35188""",ALABAMA,31.22
"=""35201""",ALABAMA,31.22
"=""35202""",ALABAMA,31.22
"=""35203""",ALABAMA,31.22
"=""35204""",ALABAMA,31.22
"=""35205""",ALABAMA,31.22
"=""35206""",ALABAMA,31.22
"=""35207""",ALABAMA,31.22
"=""35208""",ALABAMA,31.22
"=""35209""",ALABAMA,31.22
"=""35210""",ALABAMA,31.22
"=""35211""",ALABAMA,31.22
"=""35212""",ALABAMA,31.22
"=""35213""",ALABAMA,31.22
"=""35214""",ALABAMA,31.22
"=""35215""",ALABAMA,31.22
"=""35216""",ALABAMA,31.22
"=""35217""",ALABAMA,31.22
"=""35218""",ALABAMA,31.22
"=""35219""",ALABAMA,31.22
"=""35220""",ALABAMA,31.22
"=""35221""",ALABAMA,31.22
"=""35222""",ALABAMA,31.22
"=""35223""",ALABAMA,31.22
"=""35224""",ALABAMA,31.22
"=""35225""",ALABAMA,31.22
"=""35226""",ALABAMA,31.22
"=""35228""",ALABAMA,31.22
"=""35229""",ALABAMA,31.22
"=""35230""",ALABAMA,31.22
"=""35231""",ALABAMA,31.22
"=""35232""",ALABAMA,31.22
"=""35233""",ALABAMA,31.22
"=""35234""",ALABAMA,31.22
"=""35235""",ALABAMA,31.22
"=""35236""",ALABAMA,31.22
"=""35237""",ALABAMA,31.22
"=""35238""",ALABAMA,31.22
"=""35240""",ALABAMA,31.22
"=""35242""",ALABAMA,31.22
"=""35243""",ALABAMA,31.22
"=""35244""",ALABAMA,31.22
"=""35245""",ALABAMA,31.22
"=""35246""",ALABAMA,31.22
"=""35249""",ALABAMA,31.22
"=""35253""",ALABAMA,31.22
"=""35254""",ALABAMA,31.22
"=""35255""",ALABAMA,31.22
"=""35259""",ALABAMA,31.22
"=""35260""",ALABAMA,31.22
"=""35261""",ALABAMA,31.22
"=""35263""",ALABAMA,31.22
"=""35266""",ALABAMA,31.22
"=""35270""",ALABAMA,31.22
"=""35277""",ALABAMA,31.22
"=""35278""",ALABAMA,31.22
"=""35279""",ALABAMA,31.22
"=""35280""",ALABAMA,31.22
"=""35281""",ALABAMA,31.22
"=""35282""",ALABAMA,31.22
"=""35283""",ALABAMA,31.22
"=""35285""",ALABAMA,31.22
"=""35286""",ALABAMA,31.22
"=""35287""",ALABAMA,31.22
"=""35288""",ALABAMA,31.22
"=""35289""",ALABAMA,31.22
"=""35290""",ALABAMA,31.22
"=""35291""",ALABAMA,31.22
"=""35292""",ALABAMA,31.22
"=""35293""",ALABAMA,31.22
"=""35294""",ALABAMA,31.22
"=""35295""",ALABAMA,31.22
"=""35296""",ALABAMA,31.22
"=""35297""",ALABAMA,31.22
"=""35298""",ALABAMA,31.22
"=""35299""",ALABAMA,31.22
"=""35401""",ALABAMA,31.22
"=""35402""",ALABAMA,31.22
"=""35403""",ALABAMA,31.22
"=""35404""",ALABAMA,31.22
"=""35405""",ALABAMA,31.22
"=""35406""",ALABAMA,31.22
"=""35407""",ALABAMA,31.22
"=""35440""",ALABAMA,31.22
"=""35441""",ALABAMA,31.22
"=""35442""",ALABAMA,31.22
"=""35443""",ALABAMA,31.22
"=""35444""",ALABAMA,31.22
"=""35446""",ALABAMA,31.22
"=""35447""",ALABAMA,31.22
"=""35448""",ALABAMA,31.22
"=""35449""",ALABAMA,31.22
"=""35452""",ALABAMA,31.22
"=""35453""",ALABAMA,31.22
"=""35456""",ALABAMA,31.22
"=""35457""",ALABAMA,31.22
"=""35458""",ALABAMA,31.22
"=""35459""",ALABAMA,31.22
"=""35460""",ALABAMA,31.22
"=""35461""",ALABAMA,31.22
"=""35462""",ALABAMA,31.22
"=""35463""",ALABAMA,31.22
"=""35464""",ALABAMA,31.22
"=""35466""",ALABAMA,31.22
"=""35468""",ALABAMA,31.22
"=""35469""",ALABAMA,31.22
"=""35470""",ALABAMA,31.22
"=""35471""",ALABAMA,31.22
"=""35473""",ALABAMA,31.22
"=""35474""",ALABAMA,31.22
"=""35475""",ALABAMA,31.22
"=""35476""",ALABAMA,31.22
"=""35477""",ALABAMA,31.22
"=""35478""",ALABAMA,31.22
"=""35480""",ALABAMA,31.22
"=""35481""",ALABAMA,31.22
"=""35482""",ALABAMA,31.22
"=""35485""",ALABAMA,31.22
"=""35486""",ALABAMA,31.22
"=""35487""",ALABAMA,31.22
"=""35490""",ALABAMA,31.22
"=""35491""",ALABAMA,31.22
"=""35501""",ALABAMA,31.22
"=""35502""",ALABAMA,31.22
"=""35503""",ALABAMA,31.22
"=""35504""",ALABAMA,31.22
"=""35540""",ALABAMA,31.22
"=""35541""",ALABAMA,31.22
"=""35542""",ALABAMA,31.22
"=""35543""",ALABAMA,31.22
"=""35544""",ALABAMA,31.22
"=""35545""",ALABAMA,31.22
"=""35546""",ALABAMA,31.22
"=""35548""",ALABAMA,31.22
"=""35549""",ALABAMA,31.22
"=""35550""",ALABAMA,31.22
"=""35551""",ALABAMA,31.22
"=""35552""",ALABAMA,31.22
"=""35553""",ALABAMA,31.22
"=""35554""",ALABAMA,31.22
"=""35555""",ALABAMA,31.22
"=""35559""",ALABAMA,31.22
"=""35560""",ALABAMA,31.22
"=""35563""",ALABAMA,31.22
"=""35564""",ALABAMA,31.22
"=""35565""",ALABAMA,31.22
"=""35570""",ALABAMA,31.22
"=""35571""",ALABAMA,31.22
"=""35572""",ALABAMA,31.22
"=""35573""",ALABAMA,31.22
"=""35574""",ALABAMA,31.22
"=""35575""",ALABAMA,31.22
"=""35576""",ALABAMA,31.22
"=""35577""",ALABAMA,31.22
"=""35578""",ALABAMA,31.22
"=""35579""",ALABAMA,31.22
"=""35580""",ALABAMA,31.22
"=""35581""",ALABAMA,31.22
"=""35582""",ALABAMA,31.22
"=""35584""",ALABAMA,31.22
"=""35585""",ALABAMA,31.22
"=""35586""",ALABAMA,31.22
"=""35587""",ALABAMA,31.22
"=""35592""",ALABAMA,31.22
"=""35593""",ALABAMA,31.22
"=""35594""",ALABAMA,31.22
"=""35601""",ALABAMA,31.22
"=""35602""",ALABAMA,31.22
"=""35603""",ALABAMA,31.22
"=""35609""",ALABAMA,31.22
"=""35610""",ALABAMA,31.22
"=""35611""",ALABAMA,31.22
"=""35612""",ALABAMA,31.22
"=""35613""",ALABAMA,31.22
"=""35614""",ALABAMA,31.22
"=""35615""",ALABAMA,31.22
"=""35616""",ALABAMA,31.22
"=""35617""",ALABAMA,31.22
"=""35618""",ALABAMA,31.22
"=""35619""",ALABAMA,31.22
"=""35620""",ALABAMA,31.22
"=""35621""",ALABAMA,31.22
"=""35622""",ALABAMA,31.22
"=""35630""",ALABAMA,31.22
"=""35631""",ALABAMA,31.22
"=""35632""",ALABAMA,31.22
"=""35633""",ALABAMA,31.22
"=""35634""",ALABAMA,31.22
"=""35640""",ALABAMA,31.22
"=""35643""",ALABAMA,31.22
"=""35645""",ALABAMA,31.22
"=""35646""",ALABAMA,31.22
"=""35647""",ALABAMA,31.22
"=""35648""",ALABAMA,31.22
"=""35649""",ALABAMA,31.22
"=""35650""",ALABAMA,31.22
"=""35651""",ALABAMA,31.22
"=""35652""",ALABAMA,31.22
"=""35653""",ALABAMA,31.22
"=""35654""",ALABAMA,31.22
"=""35660""",ALABAMA,31.22
"=""35661""",ALABAMA,31.22
"=""35662""",ALABAMA,31.22
"=""35670""",ALABAMA,31.22
"=""35671""",ALABAMA,31.22
"=""35672""",ALABAMA,31.22
"=""35673""",ALABAMA,31.22
"=""35674""",ALABAMA,31.22
"=""35677""",ALABAMA,31.22
"=""35699""",ALABAMA,31.22
"=""35739""",ALABAMA,31.22
"=""35740""",ALABAMA,31.22
"=""35741""",ALABAMA,31.22
"=""35742""",ALABAMA,31.22
"=""35744""",ALABAMA,31.22
"=""35745""",ALABAMA,31.22
"=""35746""",ALABAMA,31.22
"=""35747""",ALABAMA,31.22
"=""35748""",ALABAMA,31.22
"=""35749""",ALABAMA,31.22
"=""35750""",ALABAMA,31.22
"=""35751""",ALABAMA,31.22
"=""35752""",ALABAMA,31.22
"=""35754""",ALABAMA,31.22
"=""35755""",ALABAMA,31.22
"=""35756""",ALABAMA,31.22
"=""35757""",ALABAMA,31.22
"=""35758""",ALABAMA,31.22
"=""35759""",ALABAMA,31.22
"=""35760""",ALABAMA,31.22
"=""35761""",ALABAMA,31.22
"=""35762""",ALABAMA,31.22
"=""35763""",ALABAMA,31.22
"=""35764""",ALABAMA,31.22
"=""35765""",ALABAMA,31.22
"=""35766""",ALABAMA,31.22
"=""35767""",ALABAMA,31.22
"=""35768""",ALABAMA,31.22
"=""35769""",ALABAMA,31.22
"=""35771""",ALABAMA,31.22
"=""35772""",ALABAMA,31.22
"=""35773""",ALABAMA,31.22
"=""35774""",ALABAMA,31.22
"=""35775""",ALABAMA,31.22
"=""35776""",ALABAMA,31.22
"=""35801""",ALABAMA,31.22
"=""35802""",ALABAMA,31.22
"=""35803""",ALABAMA,31.22
"=""35804""",ALABAMA,31.22
"=""35805""",ALABAMA,31.22
"=""35806""",ALABAMA,31.22
"=""35807""",ALABAMA,31.22
"=""35808""",ALABAMA,31.22
"=""35809""",ALABAMA,31.22
"=""35810""",ALABAMA,31.22
"=""35811""",ALABAMA,31.22
"=""35812""",ALABAMA,31.22
"=""35813""",ALABAMA,31.22
"=""35814""",ALABAMA,31.22
"=""35815""",ALABAMA,31.22
"=""35816""",ALABAMA,31.22
"=""35824""",ALABAMA,31.22
"=""35893""",ALABAMA,31.22
"=""35894""",ALABAMA,31.22
"=""35895""",ALABAMA,31.22
"=""35896""",ALABAMA,31.22
"=""35897""",ALABAMA,31.22
"=""35898""",ALABAMA,31.22
"=""35899""",ALABAMA,31.22
"=""35901""",ALABAMA,31.22
"=""35902""",ALABAMA,31.22
"=""35903""",ALABAMA,31.22
"=""35904""",ALABAMA,31.22
"=""35905""",ALABAMA,31.22
"=""35906""",ALABAMA,31.22
"=""35907""",ALABAMA,31.22
"=""35950""",ALABAMA,31.22
"=""35951""",ALABAMA,31.22
"=""35952""",ALABAMA,31.22
"=""35953""",ALABAMA,31.22
"=""35954""",ALABAMA,31.22
"=""35956""",ALABAMA,31.22
"=""35957""",ALABAMA,31.22
"=""35958""",ALABAMA,31.22
"=""35959""",ALABAMA,31.22
"=""35960""",ALABAMA,31.22
"=""35961""",ALABAMA,31.22
"=""35962""",ALABAMA,31.22
"=""35963""",ALABAMA,31.22
"=""35964""",ALABAMA,31.22
"=""35966""",ALABAMA,31.22
"=""35967""",ALABAMA,31.22
"=""35968""",ALABAMA,31.22
"=""35971""",ALABAMA,31.22
"=""35972""",ALABAMA,31.22
"=""35973""",ALABAMA,31.22
"=""35974""",ALABAMA,31.22
"=""35975""",ALABAMA,31.22
"=""35976""",ALABAMA,31.22
"=""35978""",ALABAMA,31.22
"=""35979""",ALABAMA,31.22
"=""35980""",ALABAMA,31.22
"=""35981""",ALABAMA,31.22
"=""35983""",ALABAMA,31.22
"=""35984""",ALABAMA,31.22
"=""35986""",ALABAMA,31.22
"=""35987""",ALABAMA,31.22
"=""35988""",ALABAMA,31.22
"=""35989""",ALABAMA,31.22
"=""35990""",ALABAMA,31.22
"=""35999""",ALABAMA,31.22
"=""36003""",ALABAMA,31.22
"=""36005""",ALABAMA,31.22
"=""36006""",ALABAMA,31.22
"=""36008""",ALABAMA,31.22
"=""36009""",ALABAMA,31.22
"=""36010""",ALABAMA,31.22
"=""36013""",ALABAMA,31.22
"=""36015""",ALABAMA,31.22
"=""36016""",ALABAMA,31.22
"=""36017""",ALABAMA,31.22
"=""36020""",ALABAMA,31.22
"=""36022""",ALABAMA,31.22
"=""36023""",ALABAMA,31.22
"=""36024""",ALABAMA,31.22
"=""36025""",ALABAMA,31.22
"=""36026""",ALABAMA,31.22
"=""36027""",ALABAMA,31.22
"=""36028""",ALABAMA,31.22
"=""36029""",ALABAMA,31.22
"=""36030""",ALABAMA,31.22
"=""36031""",ALABAMA,31.22
"=""36032""",ALABAMA,31.22
"=""36033""",ALABAMA,31.22
"=""36034""",ALABAMA,31.22
"=""36035""",ALABAMA,31.22
"=""36036""",ALABAMA,31.22
"=""36037""",ALABAMA,31.22
"=""36038""",ALABAMA,31.22
"=""36039""",ALABAMA,31.22
"=""36040""",ALABAMA,31.22
"=""36041""",ALABAMA,31.22
"=""36042""",ALABAMA,31.22
"=""36043""",ALABAMA,31.22
"=""36045""",ALABAMA,31.22
"=""36046""",ALABAMA,31.22
"=""36047""",ALABAMA,31.22
"=""36048""",ALABAMA,31.22
"=""36049""",ALABAMA,31.22
"=""36051""",ALABAMA,31.22
"=""36052""",ALABAMA,31.22
"=""36053""",ALABAMA,31.22
"=""36054""",ALABAMA,31.22
"=""36057""",ALABAMA,31.22
"=""36061""",ALABAMA,31.22
"=""36062""",ALABAMA,31.22
"=""36064""",ALABAMA,31.22
"=""36065""",ALABAMA,31.22
"=""36066""",ALABAMA,31.22
"=""36067""",ALABAMA,31.22
"=""36068""",ALABAMA,31.22
"=""36069""",ALABAMA,31.22
"=""36071""",ALABAMA,31.22
"=""36072""",ALABAMA,31.22
"=""36075""",ALABAMA,31.22
"=""36078""",ALABAMA,31.22
"=""36079""",ALABAMA,31.22
"=""36080""",ALABAMA,31.22
"=""36081""",ALABAMA,31.22
"=""36082""",ALABAMA,31.22
"=""36083""",ALABAMA,31.22
"=""36087""",ALABAMA,31.22
"=""36088""",ALABAMA,31.22
"=""36089""",ALABAMA,31.22
"=""36091""",ALABAMA,31.22
"=""36092""",ALABAMA,31.22
"=""36093""",ALABAMA,31.22
"=""36100""",ALABAMA,31.22
"=""36101""",ALABAMA,31.22
"=""36102""",ALABAMA,31.22
"=""36103""",ALABAMA,31.22
"=""36104""",ALABAMA,31.22
"=""36105""",ALABAMA,31.22
"=""36106""",ALABAMA,31.22
"=""36107""",ALABAMA,31.22
"=""36108""",ALABAMA,31.22
"=""36109""",ALABAMA,31.22
"=""36110""",ALABAMA,31.22
"=""36111""",ALABAMA,31.22
"=""36112""",ALABAMA,31.22
"=""36113""",ALABAMA,31.22
"=""36114""",ALABAMA,31.22
"=""36115""",ALABAMA,31.22
"=""36116""",ALABAMA,31.22
"=""36117""",ALABAMA,31.22
"=""36118""",ALABAMA,31.22
"=""36119""",ALABAMA,31.22
"=""36120""",ALABAMA,31.22
"=""36121""",ALABAMA,31.22
"=""36123""",ALABAMA,31.22
