ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
"=""99826""",ALASKA,42.56
"=""99827""",ALASKA,42.56
"=""99829""",ALASKA,42.56
"=""99830""",ALASKA,42.56
"=""99832""",ALASKA,42.56
"=""99833""",ALASKA,42.56
"=""99835""",ALASKA,42.56
"=""99836""",ALASKA,42.56
"=""99840""",ALASKA,42.56
"=""99841""",ALASKA,42.56
"=""99850""",ALASKA,42.56
"=""99901""",ALASKA,42.56
"=""99903""",ALASKA,42.56
"=""99918""",ALASKA,42.56
"=""99919""",ALASKA,42.56
"=""99921""",ALASKA,42.56
"=""99922""",ALASKA,42.56
"=""99923""",ALASKA,42.56
"=""99925""",ALASKA,42.56
"=""99926""",ALASKA,42.56
"=""99927""",ALASKA,42.56
"=""99928""",ALASKA,42.56
"=""99929""",ALASKA,42.56
"=""99950""",ALASKA,42.56
"=""35004""",ALABAMA,31.02
"=""35005""",ALABAMA,31.02
"=""35006""",ALABAMA,31.02
"=""35007""",ALABAMA,31.02
"=""35010""",ALABAMA,31.02
"=""35011""",ALABAMA,31.02
"=""35013""",ALABAMA,31.02
"=""35014""",ALABAMA,31.02
"=""35015""",ALABAMA,31.02
"=""35016""",ALABAMA,31.02
"=""35019""",ALABAMA,31.02
"=""35020""",ALABAMA,31.02
"=""35021""",ALABAMA,31.02
"=""35022""",ALABAMA,31.02
"=""35023""",ALABAMA,31.02
"=""35031""",ALABAMA,31.02
"=""35032""",ALABAMA,31.02
"=""35033""",ALABAMA,31.02
"=""35034""",ALABAMA,31.02
"=""35035""",ALABAMA,31.02
"=""35036""",ALABAMA,31.02
"=""35038""",ALABAMA,31.02
"=""35040""",ALABAMA,31.02
"=""35041""",ALABAMA,31.02
"=""35042""",ALABAMA,31.02
"=""35043""",ALABAMA,31.02
"=""35044""",ALABAMA,31.02
"=""35045""",ALABAMA,31.02
"=""35046""",ALABAMA,31.02
"=""35048""",ALABAMA,31.02
"=""35049""",ALABAMA,31.02
"=""35051""",ALABAMA,31.02
"=""35052""",ALABAMA,31.02
"=""35053""",ALABAMA,31.02
"=""35054""",ALABAMA,31.02
"=""35055""",ALABAMA,31.02
"=""35056""",ALABAMA,31.02
"=""35057""",ALABAMA,31.02
"=""35058""",ALABAMA,31.02
"=""35060""",ALABAMA,31.02
"=""35061""",ALABAMA,31.02
"=""35062""",ALABAMA,31.02
"=""35063""",ALABAMA,31.02
"=""35064""",ALABAMA,31.02
"=""35068""",ALABAMA,31.02
"=""35070""",ALABAMA,31.02
"=""35071""",ALABAMA,31.02
"=""35072""",ALABAMA,31.02
"=""35073""",ALABAMA,31.02
"=""35074""",ALABAMA,31.02
"=""35077""",ALABAMA,31.02
"=""35078""",ALABAMA,31.02
"=""35079""",ALABAMA,31.02
"=""35080""",ALABAMA,31.02
"=""35082""",ALABAMA,31.02
"=""35083""",ALABAMA,31.02
"=""35085""",ALABAMA,31.02
"=""35087""",ALABAMA,31.02
"=""35089""",ALABAMA,31.02
"=""35091""",ALABAMA,31.02
"=""35094""",ALABAMA,31.02
"=""35096""",ALABAMA,31.02
"=""35097""",ALABAMA,31.02
"=""35098""",ALABAMA,31.02
"=""35111""",ALABAMA,31.02
"=""35112""",ALABAMA,31.02
"=""35114""",ALABAMA,31.02
"=""35115""",ALABAMA,31.02
"=""35116""",ALABAMA,31.02
"=""35117""",ALABAMA,31.02
"=""35118""",ALABAMA,31.02
"=""35119""",ALABAMA,31.02
"=""35120""",ALABAMA,31.02
"=""35121""",ALABAMA,31.02
"=""35123""",ALABAMA,31.02
"=""35124""",ALABAMA,31.02
"=""35125""",ALABAMA,31.02
"=""35126""",ALABAMA,31.02
"=""35127""",ALABAMA,31.02
"=""35128""",ALABAMA,31.02
"=""35130""",ALABAMA,31.02
"=""35131""",ALABAMA,31.02
"=""35133""",ALABAMA,31.02
"=""35135""",ALABAMA,31.02
"=""35136""",ALABAMA,31.02
"=""35137""",ALABAMA,31.02
"=""35139""",ALABAMA,31.02
"=""35142""",ALABAMA,31.02
"=""35143""",ALABAMA,31.02
"=""35144""",ALABAMA,31.02
"=""35146""",ALABAMA,31.02
"=""35147""",ALABAMA,31.02
"=""35148""",ALABAMA,31.02
"=""35149""",ALABAMA,31.02
"=""35150""",ALABAMA,31.02
"=""35151""",ALABAMA,31.02
"=""35160""",ALABAMA,31.02
"=""35161""",ALABAMA,31.02
"=""35171""",ALABAMA,31.02
"=""35172""",ALABAMA,31.02
"=""35173""",ALABAMA,31.02
"=""35175""",ALABAMA,31.02
"=""35176""",ALABAMA,31.02
"=""35178""",ALABAMA,31.02
"=""35179""",ALABAMA,31.02
"=""35180""",ALABAMA,31.02
"=""35181""",ALABAMA,31.02
"=""35182""",ALABAMA,31.02
"=""35183""",ALABAMA,31.02
"=""35184""",ALABAMA,31.02
"=""35185""",ALABAMA,31.02
"=""35186""",ALABAMA,31.02
"=""35187""",ALABAMA,31.02
"=""35188""",ALABAMA,31.02
"=""35201""",ALABAMA,31.02
"=""35202""",ALABAMA,31.02
"=""35203""",ALABAMA,31.02
"=""35204""",ALABAMA,31.02
"=""35205""",ALABAMA,31.02
"=""35206""",ALABAMA,31.02
"=""35207""",ALABAMA,31.02
"=""35208""",ALABAMA,31.02
"=""35209""",ALABAMA,31.02
"=""35210""",ALABAMA,31.02
"=""35211""",ALABAMA,31.02
"=""35212""",ALABAMA,31.02
"=""35213""",ALABAMA,31.02
"=""35214""",ALABAMA,31.02
"=""35215""",ALABAMA,31.02
"=""35216""",ALABAMA,31.02
"=""35217""",ALABAMA,31.02
"=""35218""",ALABAMA,31.02
"=""35219""",ALABAMA,31.02
"=""35220""",ALABAMA,31.02
"=""35221""",ALABAMA,31.02
"=""35222""",ALABAMA,31.02
"=""35223""",ALABAMA,31.02
"=""35224""",ALABAMA,31.02
"=""35225""",ALABAMA,31.02
"=""35226""",ALABAMA,31.02
"=""35228""",ALABAMA,31.02
"=""35229""",ALABAMA,31.02
"=""35230""",ALABAMA,31.02
"=""35231""",ALABAMA,31.02
"=""35232""",ALABAMA,31.02
"=""35233""",ALABAMA,31.02
"=""35234""",ALABAMA,31.02
"=""35235""",ALABAMA,31.02
"=""35236""",ALABAMA,31.02
"=""35237""",ALABAMA,31.02
"=""35238""",ALABAMA,31.02
"=""35240""",ALABAMA,31.02
"=""35242""",ALABAMA,31.02
"=""35243""",ALABAMA,31.02
"=""35244""",ALABAMA,31.02
"=""35245""",ALABAMA,31.02
"=""35246""",ALABAMA,31.02
"=""35249""",ALABAMA,31.02
"=""35253""",ALABAMA,31.02
"=""35254""",ALABAMA,31.02
"=""35255""",ALABAMA,31.02
"=""35259""",ALABAMA,31.02
"=""35260""",ALABAMA,31.02
"=""35261""",ALABAMA,31.02
"=""35263""",ALABAMA,31.02
"=""35266""",ALABAMA,31.02
"=""35270""",ALABAMA,31.02
"=""35277""",ALABAMA,31.02
"=""35278""",ALABAMA,31.02
"=""35279""",ALABAMA,31.02
"=""35280""",ALABAMA,31.02
"=""35281""",ALABAMA,31.02
"=""35282""",ALABAMA,31.02
"=""35283""",ALABAMA,31.02
"=""35285""",ALABAMA,31.02
"=""35286""",ALABAMA,31.02
"=""35287""",ALABAMA,31.02
"=""35288""",ALABAMA,31.02
"=""35289""",ALABAMA,31.02
"=""35290""",ALABAMA,31.02
"=""35291""",ALABAMA,31.02
"=""35292""",ALABAMA,31.02
"=""35293""",ALABAMA,31.02
"=""35294""",ALABAMA,31.02
"=""35295""",ALABAMA,31.02
"=""35296""",ALABAMA,31.02
"=""35297""",ALABAMA,31.02
"=""35298""",ALABAMA,31.02
"=""35299""",ALABAMA,31.02
"=""35401""",ALABAMA,31.02
"=""35402""",ALABAMA,31.02
"=""35403""",ALABAMA,31.02
"=""35404""",ALABAMA,31.02
"=""35405""",ALABAMA,31.02
"=""35406""",ALABAMA,31.02
"=""35407""",ALABAMA,31.02
"=""35440""",ALABAMA,31.02
"=""35441""",ALABAMA,31.02
"=""35442""",ALABAMA,31.02
"=""35443""",ALABAMA,31.02
"=""35444""",ALABAMA,31.02
"=""35446""",ALABAMA,31.02
"=""35447""",ALABAMA,31.02
"=""35448""",ALABAMA,31.02
"=""35449""",ALABAMA,31.02
"=""35452""",ALABAMA,31.02
"=""35453""",ALABAMA,31.02
"=""35456""",ALABAMA,31.02
"=""35457""",ALABAMA,31.02
"=""35458""",ALABAMA,31.02
"=""35459""",ALABAMA,31.02
"=""35460""",ALABAMA,31.02
"=""35461""",ALABAMA,31.02
"=""35462""",ALABAMA,31.02
"=""35463""",ALABAMA,31.02
"=""35464""",ALABAMA,31.02
"=""35466""",ALABAMA,31.02
"=""35468""",ALABAMA,31.02
"=""35469""",ALABAMA,31.02
"=""35470""",ALABAMA,31.02
"=""35471""",ALABAMA,31.02
"=""35473""",ALABAMA,31.02
"=""35474""",ALABAMA,31.02
"=""35475""",ALABAMA,31.02
"=""35476""",ALABAMA,31.02
"=""35477""",ALABAMA,31.02
"=""35478""",ALABAMA,31.02
"=""35480""",ALABAMA,31.02
"=""35481""",ALABAMA,31.02
"=""35482""",ALABAMA,31.02
"=""35485""",ALABAMA,31.02
"=""35486""",ALABAMA,31.02
"=""35487""",ALABAMA,31.02
"=""35490""",ALABAMA,31.02
"=""35491""",ALABAMA,31.02
"=""35501""",ALABAMA,31.02
"=""35502""",ALABAMA,31.02
"=""35503""",ALABAMA,31.02
"=""35504""",ALABAMA,31.02
"=""35540""",ALABAMA,31.02
"=""35541""",ALABAMA,31.02
"=""35542""",ALABAMA,31.02
"=""35543""",ALABAMA,31.02
"=""35544""",ALABAMA,31.02
"=""35545""",ALABAMA,31.02
"=""35546""",ALABAMA,31.02
"=""35548""",ALABAMA,31.02
"=""35549""",ALABAMA,31.02
"=""35550""",ALABAMA,31.02
"=""35551""",ALABAMA,31.02
"=""35552""",ALABAMA,31.02
"=""35553""",ALABAMA,31.02
"=""35554""",ALABAMA,31.02
"=""35555""",ALABAMA,31.02
"=""35559""",ALABAMA,31.02
"=""35560""",ALABAMA,31.02
"=""35563""",ALABAMA,31.02
"=""35564""",ALABAMA,31.02
"=""35565""",ALABAMA,31.02
"=""35570""",ALABAMA,31.02
"=""35571""",ALABAMA,31.02
"=""35572""",ALABAMA,31.02
"=""35573""",ALABAMA,31.02
"=""35574""",ALABAMA,31.02
"=""35575""",ALABAMA,31.02
"=""35576""",ALABAMA,31.02
"=""35577""",ALABAMA,31.02
"=""35578""",ALABAMA,31.02
"=""35579""",ALABAMA,31.02
"=""35580""",ALABAMA,31.02
"=""35581""",ALABAMA,31.02
"=""35582""",ALABAMA,31.02
"=""35584""",ALABAMA,31.02
"=""35585""",ALABAMA,31.02
"=""35586""",ALABAMA,31.02
"=""35587""",ALABAMA,31.02
"=""35592""",ALABAMA,31.02
"=""35593""",ALABAMA,31.02
"=""35594""",ALABAMA,31.02
"=""35601""",ALABAMA,31.02
"=""35602""",ALABAMA,31.02
"=""35603""",ALABAMA,31.02
"=""35609""",ALABAMA,31.02
"=""35610""",ALABAMA,31.02
"=""35611""",ALABAMA,31.02
"=""35612""",ALABAMA,31.02
"=""35613""",ALABAMA,31.02
"=""35614""",ALABAMA,31.02
"=""35615""",ALABAMA,31.02
"=""35616""",ALABAMA,31.02
"=""35617""",ALABAMA,31.02
"=""35618""",ALABAMA,31.02
"=""35619""",ALABAMA,31.02
"=""35620""",ALABAMA,31.02
"=""35621""",ALABAMA,31.02
"=""35622""",ALABAMA,31.02
"=""35630""",ALABAMA,31.02
"=""35631""",ALABAMA,31.02
"=""35632""",ALABAMA,31.02
"=""35633""",ALABAMA,31.02
"=""35634""",ALABAMA,31.02
"=""35640""",ALABAMA,31.02
"=""35643""",ALABAMA,31.02
"=""35645""",ALABAMA,31.02
"=""35646""",ALABAMA,31.02
"=""35647""",ALABAMA,31.02
"=""35648""",ALABAMA,31.02
"=""35649""",ALABAMA,31.02
"=""35650""",ALABAMA,31.02
"=""35651""",ALABAMA,31.02
"=""35652""",ALABAMA,31.02
"=""35653""",ALABAMA,31.02
"=""35654""",ALABAMA,31.02
"=""35660""",ALABAMA,31.02
"=""35661""",ALABAMA,31.02
"=""35662""",ALABAMA,31.02
"=""35670""",ALABAMA,31.02
"=""35671""",ALABAMA,31.02
"=""35672""",ALABAMA,31.02
"=""35673""",ALABAMA,31.02
"=""35674""",ALABAMA,31.02
"=""35677""",ALABAMA,31.02
"=""35699""",ALABAMA,31.02
"=""35739""",ALABAMA,31.02
"=""35740""",ALABAMA,31.02
"=""35741""",ALABAMA,31.02
"=""35742""",ALABAMA,31.02
"=""35744""",ALABAMA,31.02
"=""35745""",ALABAMA,31.02
"=""35746""",ALABAMA,31.02
"=""35747""",ALABAMA,31.02
"=""35748""",ALABAMA,31.02
"=""35749""",ALABAMA,31.02
"=""35750""",ALABAMA,31.02
"=""35751""",ALABAMA,31.02
"=""35752""",ALABAMA,31.02
"=""35754""",ALABAMA,31.02
"=""35755""",ALABAMA,31.02
"=""35756""",ALABAMA,31.02
"=""35757""",ALABAMA,31.02
"=""35758""",ALABAMA,31.02
"=""35759""",ALABAMA,31.02
"=""35760""",ALABAMA,31.02
"=""35761""",ALABAMA,31.02
"=""35762""",ALABAMA,31.02
"=""35763""",ALABAMA,31.02
"=""35764""",ALABAMA,31.02
"=""35765""",ALABAMA,31.02
"=""35766""",ALABAMA,31.02
"=""35767""",ALABAMA,31.02
"=""35768""",ALABAMA,31.02
"=""35769""",ALABAMA,31.02
"=""35771""",ALABAMA,31.02
"=""35772""",ALABAMA,31.02
"=""35773""",ALABAMA,31.02
"=""35774""",ALABAMA,31.02
"=""35775""",ALABAMA,31.02
"=""35776""",ALABAMA,31.02
"=""35801""",ALABAMA,31.02
"=""35802""",ALABAMA,31.02
"=""35803""",ALABAMA,31.02
"=""35804""",ALABAMA,31.02
"=""35805""",ALABAMA,31.02
"=""35806""",ALABAMA,31.02
"=""35807""",ALABAMA,31.02
"=""35808""",ALABAMA,31.02
"=""35809""",ALABAMA,31.02
"=""35810""",ALABAMA,31.02
"=""35811""",ALABAMA,31.02
"=""35812""",ALABAMA,31.02
"=""35813""",ALABAMA,31.02
"=""35814""",ALABAMA,31.02
"=""35815""",ALABAMA,31.02
"=""35816""",ALABAMA,31.02
"=""35824""",ALABAMA,31.02
"=""35893""",ALABAMA,31.02
"=""35894""",ALABAMA,31.02
"=""35895""",ALABAMA,31.02
"=""35896""",ALABAMA,31.02
"=""35897""",ALABAMA,31.02
"=""35898""",ALABAMA,31.02
"=""35899""",ALABAMA,31.02
"=""35901""",ALABAMA,31.02
"=""35902""",ALABAMA,31.02
"=""35903""",ALABAMA,31.02
"=""35904""",ALABAMA,31.02
"=""35905""",ALABAMA,31.02
"=""35906""",ALABAMA,31.02
"=""35907""",ALABAMA,31.02
"=""35950""",ALABAMA,31.02
"=""35951""",ALABAMA,31.02
"=""35952""",ALABAMA,31.02
"=""35953""",ALABAMA,31.02
"=""35954""",ALABAMA,31.02
"=""35956""",ALABAMA,31.02
"=""35957""",ALABAMA,31.02
"=""35958""",ALABAMA,31.02
"=""35959""",ALABAMA,31.02
"=""35960""",ALABAMA,31.02
"=""35961""",ALABAMA,31.02
"=""35962""",ALABAMA,31.02
"=""35963""",ALABAMA,31.02
"=""35964""",ALABAMA,31.02
"=""35966""",ALABAMA,31.02
"=""35967""",ALABAMA,31.02
"=""35968""",ALABAMA,31.02
"=""35971""",ALABAMA,31.02
"=""35972""",ALABAMA,31.02
"=""35973""",ALABAMA,31.02
"=""35974""",ALABAMA,31.02
"=""35975""",ALABAMA,31.02
"=""35976""",ALABAMA,31.02
"=""35978""",ALABAMA,31.02
"=""35979""",ALABAMA,31.02
"=""35980""",ALABAMA,31.02
"=""35981""",ALABAMA,31.02
"=""35983""",ALABAMA,31.02
"=""35984""",ALABAMA,31.02
"=""35986""",ALABAMA,31.02
"=""35987""",ALABAMA,31.02
"=""35988""",ALABAMA,31.02
"=""35989""",ALABAMA,31.02
"=""35990""",ALABAMA,31.02
"=""35999""",ALABAMA,31.02
"=""36003""",ALABAMA,31.02
"=""36005""",ALABAMA,31.02
"=""36006""",ALABAMA,31.02
"=""36008""",ALABAMA,31.02
"=""36009""",ALABAMA,31.02
"=""36010""",ALABAMA,31.02
"=""36013""",ALABAMA,31.02
"=""36015""",ALABAMA,31.02
"=""36016""",ALABAMA,31.02
"=""36017""",ALABAMA,31.02
"=""36020""",ALABAMA,31.02
"=""36022""",ALABAMA,31.02
"=""36023""",ALABAMA,31.02
"=""36024""",ALABAMA,31.02
"=""36025""",ALABAMA,31.02
"=""36026""",ALABAMA,31.02
"=""36027""",ALABAMA,31.02
"=""36028""",ALABAMA,31.02
"=""36029""",ALABAMA,31.02
"=""36030""",ALABAMA,31.02
"=""36031""",ALABAMA,31.02
"=""36032""",ALABAMA,31.02
"=""36033""",ALABAMA,31.02
"=""36034""",ALABAMA,31.02
"=""36035""",ALABAMA,31.02
"=""36036""",ALABAMA,31.02
"=""36037""",ALABAMA,31.02
"=""36038""",ALABAMA,31.02
"=""36039""",ALABAMA,31.02
"=""36040""",ALABAMA,31.02
"=""36041""",ALABAMA,31.02
"=""36042""",ALABAMA,31.02
"=""36043""",ALABAMA,31.02
"=""36045""",ALABAMA,31.02
"=""36046""",ALABAMA,31.02
"=""36047""",ALABAMA,31.02
"=""36048""",ALABAMA,31.02
"=""36049""",ALABAMA,31.02
"=""36051""",ALABAMA,31.02
"=""36052""",ALABAMA,31.02
"=""36053""",ALABAMA,31.02
"=""36054""",ALABAMA,31.02
"=""36057""",ALABAMA,31.02
"=""36061""",ALABAMA,31.02
"=""36062""",ALABAMA,31.02
"=""36064""",ALABAMA,31.02
"=""36065""",ALABAMA,31.02
"=""36066""",ALABAMA,31.02
"=""36067""",ALABAMA,31.02
"=""36068""",ALABAMA,31.02
"=""36069""",ALABAMA,31.02
"=""36071""",ALABAMA,31.02
"=""36072""",ALABAMA,31.02
"=""36075""",ALABAMA,31.02
"=""36078""",ALABAMA,31.02
"=""36079""",ALABAMA,31.02
"=""36080""",ALABAMA,31.02
"=""36081""",ALABAMA,31.02
"=""36082""",ALABAMA,31.02
"=""36083""",ALABAMA,31.02
"=""36087""",ALABAMA,31.02
"=""36088""",ALABAMA,31.02
"=""36089""",ALABAMA,31.02
"=""36091""",ALABAMA,31.02
"=""36092""",ALABAMA,31.02
"=""36093""",ALABAMA,31.02
"=""36100""",ALABAMA,31.02
"=""36101""",ALABAMA,31.02
"=""36102""",ALABAMA,31.02
"=""36103""",ALABAMA,31.02
"=""36104""",ALABAMA,31.02
"=""36105""",ALABAMA,31.02
"=""36106""",ALABAMA,31.02
"=""36107""",ALABAMA,31.02
"=""36108""",ALABAMA,31.02
"=""36109""",ALABAMA,31.02
"=""36110""",ALABAMA,31.02
"=""36111""",ALABAMA,31.02
"=""36112""",ALABAMA,31.02
"=""36113""",ALABAMA,31.02
"=""36114""",ALABAMA,31.02
"=""36115""",ALABAMA,31.02
"=""36116""",ALABAMA,31.02
"=""36117""",ALABAMA,31.02
"=""36118""",ALABAMA,31.02
"=""36119""",ALABAMA,31.02
"=""36120""",ALABAMA,31.02
"=""36121""",ALABAMA,31.02
"=""36123""",ALABAMA,31.02
