ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
"=""99704""",ALASKA,42.9
"=""99705""",ALASKA,42.9
"=""99706""",ALASKA,42.9
"=""99707""",ALASKA,42.9
"=""99708""",ALASKA,42.9
"=""99709""",ALASKA,42.9
"=""99710""",ALASKA,42.9
"=""99711""",ALASKA,42.9
"=""99712""",ALASKA,42.9
"=""99714""",ALASKA,42.9
"=""99716""",ALASKA,42.9
"=""99720""",ALASKA,42.9
"=""99721""",ALASKA,42.9
"=""99722""",ALASKA,42.9
"=""99723""",ALASKA,42.9
"=""99724""",ALASKA,42.9
"=""99725""",ALASKA,42.9
"=""99726""",ALASKA,42.9
"=""99727""",ALASKA,42.9
"=""99729""",ALASKA,42.9
"=""99730""",ALASKA,42.9
"=""99731""",ALASKA,42.9
"=""99732""",ALASKA,42.9
"=""99733""",ALASKA,42.9
"=""99734""",ALASKA,42.9
"=""99736""",ALASKA,42.9
"=""99737""",ALASKA,42.9
"=""99738""",ALASKA,42.9
"=""99739""",ALASKA,42.9
"=""99740""",ALASKA,42.9
"=""99741""",ALASKA,42.9
"=""99742""",ALASKA,42.9
"=""99743""",ALASKA,42.9
"=""99744""",ALASKA,42.9
"=""99745""",ALASKA,42.9
"=""99746""",ALASKA,42.9
"=""99747""",ALASKA,42.9
"=""99748""",ALASKA,42.9
"=""99749""",ALASKA,42.9
"=""99750""",ALASKA,42.9
"=""99751""",ALASKA,42.9
"=""99752""",ALASKA,42.9
"=""99753""",ALASKA,42.9
"=""99754""",ALASKA,42.9
"=""99755""",ALASKA,42.9
"=""99756""",ALASKA,42.9
"=""99757""",ALASKA,42.9
"=""99758""",ALASKA,42.9
"=""99759""",ALASKA,42.9
"=""99760""",ALASKA,42.9
"=""99761""",ALASKA,42.9
"=""99762""",ALASKA,42.9
"=""99763""",ALASKA,42.9
"=""99764""",ALASKA,42.9
"=""99765""",ALASKA,42.9
"=""99766""",ALASKA,42.9
"=""99767""",ALASKA,42.9
"=""99768""",ALASKA,42.9
"=""99769""",ALASKA,42.9
"=""99770""",ALASKA,42.9
"=""99771""",ALASKA,42.9
"=""99772""",ALASKA,42.9
"=""99773""",ALASKA,42.9
"=""99774""",ALASKA,42.9
"=""99775""",ALASKA,42.9
"=""99776""",ALASKA,42.9
"=""99777""",ALASKA,42.9
"=""99778""",ALASKA,42.9
"=""99779""",ALASKA,42.9
"=""99780""",ALASKA,42.9
"=""99781""",ALASKA,42.9
"=""99782""",ALASKA,42.9
"=""99783""",ALASKA,42.9
"=""99784""",ALASKA,42.9
"=""99785""",ALASKA,42.9
"=""99786""",ALASKA,42.9
"=""99788""",ALASKA,42.9
"=""99789""",ALASKA,42.9
"=""99790""",ALASKA,42.9
"=""99791""",ALASKA,42.9
"=""99801""",ALASKA,42.9
"=""99802""",ALASKA,42.9
"=""99803""",ALASKA,42.9
"=""99811""",ALASKA,42.9
"=""99812""",ALASKA,42.9
"=""99820""",ALASKA,42.9
"=""99821""",ALASKA,42.9
"=""99824""",ALASKA,42.9
"=""99825""",ALASKA,42.9
"=""99826""",ALASKA,42.9
"=""99827""",ALASKA,42.9
"=""99829""",ALASKA,42.9
"=""99830""",ALASKA,42.9
"=""99832""",ALASKA,42.9
"=""99833""",ALASKA,42.9
"=""99835""",ALASKA,42.9
"=""99836""",ALASKA,42.9
"=""99840""",ALASKA,42.9
"=""99841""",ALASKA,42.9
"=""99850""",ALASKA,42.9
"=""99901""",ALASKA,42.9
"=""99903""",ALASKA,42.9
"=""99918""",ALASKA,42.9
"=""99919""",ALASKA,42.9
"=""99921""",ALASKA,42.9
"=""99922""",ALASKA,42.9
"=""99923""",ALASKA,42.9
"=""99925""",ALASKA,42.9
"=""99926""",ALASKA,42.9
"=""99927""",ALASKA,42.9
"=""99928""",ALASKA,42.9
"=""99929""",ALASKA,42.9
"=""99950""",ALASKA,42.9
"=""35004""",ALABAMA,30.78
"=""35005""",ALABAMA,30.78
"=""35006""",ALABAMA,30.78
"=""35007""",ALABAMA,30.78
"=""35010""",ALABAMA,30.78
"=""35011""",ALABAMA,30.78
"=""35013""",ALABAMA,30.78
"=""35014""",ALABAMA,30.78
"=""35015""",ALABAMA,30.78
"=""35016""",ALABAMA,30.78
"=""35019""",ALABAMA,30.78
"=""35020""",ALABAMA,30.78
"=""35021""",ALABAMA,30.78
"=""35022""",ALABAMA,30.78
"=""35023""",ALABAMA,30.78
"=""35031""",ALABAMA,30.78
"=""35032""",ALABAMA,30.78
"=""35033""",ALABAMA,30.78
"=""35034""",ALABAMA,30.78
"=""35035""",ALABAMA,30.78
"=""35036""",ALABAMA,30.78
"=""35038""",ALABAMA,30.78
"=""35040""",ALABAMA,30.78
"=""35041""",ALABAMA,30.78
"=""35042""",ALABAMA,30.78
"=""35043""",ALABAMA,30.78
"=""35044""",ALABAMA,30.78
"=""35045""",ALABAMA,30.78
"=""35046""",ALABAMA,30.78
"=""35048""",ALABAMA,30.78
"=""35049""",ALABAMA,30.78
"=""35051""",ALABAMA,30.78
"=""35052""",ALABAMA,30.78
"=""35053""",ALABAMA,30.78
"=""35054""",ALABAMA,30.78
"=""35055""",ALABAMA,30.78
"=""35056""",ALABAMA,30.78
"=""35057""",ALABAMA,30.78
"=""35058""",ALABAMA,30.78
"=""35060""",ALABAMA,30.78
"=""35061""",ALABAMA,30.78
"=""35062""",ALABAMA,30.78
"=""35063""",ALABAMA,30.78
"=""35064""",ALABAMA,30.78
"=""35068""",ALABAMA,30.78
"=""35070""",ALABAMA,30.78
"=""35071""",ALABAMA,30.78
"=""35072""",ALABAMA,30.78
"=""35073""",ALABAMA,30.78
"=""35074""",ALABAMA,30.78
"=""35077""",ALABAMA,30.78
"=""35078""",ALABAMA,30.78
"=""35079""",ALABAMA,30.78
"=""35080""",ALABAMA,30.78
"=""35082""",ALABAMA,30.78
"=""35083""",ALABAMA,30.78
"=""35085""",ALABAMA,30.78
"=""35087""",ALABAMA,30.78
"=""35089""",ALABAMA,30.78
"=""35091""",ALABAMA,30.78
"=""35094""",ALABAMA,30.78
"=""35096""",ALABAMA,30.78
"=""35097""",ALABAMA,30.78
"=""35098""",ALABAMA,30.78
"=""35111""",ALABAMA,30.78
"=""35112""",ALABAMA,30.78
"=""35114""",ALABAMA,30.78
"=""35115""",ALABAMA,30.78
"=""35116""",ALABAMA,30.78
"=""35117""",ALABAMA,30.78
"=""35118""",ALABAMA,30.78
"=""35119""",ALABAMA,30.78
"=""35120""",ALABAMA,30.78
"=""35121""",ALABAMA,30.78
"=""35123""",ALABAMA,30.78
"=""35124""",ALABAMA,30.78
"=""35125""",ALABAMA,30.78
"=""35126""",ALABAMA,30.78
"=""35127""",ALABAMA,30.78
"=""35128""",ALABAMA,30.78
"=""35130""",ALABAMA,30.78
"=""35131""",ALABAMA,30.78
"=""35133""",ALABAMA,30.78
"=""35135""",ALABAMA,30.78
"=""35136""",ALABAMA,30.78
"=""35137""",ALABAMA,30.78
"=""35139""",ALABAMA,30.78
"=""35142""",ALABAMA,30.78
"=""35143""",ALABAMA,30.78
"=""35144""",ALABAMA,30.78
"=""35146""",ALABAMA,30.78
"=""35147""",ALABAMA,30.78
"=""35148""",ALABAMA,30.78
"=""35149""",ALABAMA,30.78
"=""35150""",ALABAMA,30.78
"=""35151""",ALABAMA,30.78
"=""35160""",ALABAMA,30.78
"=""35161""",ALABAMA,30.78
"=""35171""",ALABAMA,30.78
"=""35172""",ALABAMA,30.78
"=""35173""",ALABAMA,30.78
"=""35175""",ALABAMA,30.78
"=""35176""",ALABAMA,30.78
"=""35178""",ALABAMA,30.78
"=""35179""",ALABAMA,30.78
"=""35180""",ALABAMA,30.78
"=""35181""",ALABAMA,30.78
"=""35182""",ALABAMA,30.78
"=""35183""",ALABAMA,30.78
"=""35184""",ALABAMA,30.78
"=""35185""",ALABAMA,30.78
"=""35186""",ALABAMA,30.78
"=""35187""",ALABAMA,30.78
"=""35188""",ALABAMA,30.78
"=""35201""",ALABAMA,30.78
"=""35202""",ALABAMA,30.78
"=""35203""",ALABAMA,30.78
"=""35204""",ALABAMA,30.78
"=""35205""",ALABAMA,30.78
"=""35206""",ALABAMA,30.78
"=""35207""",ALABAMA,30.78
"=""35208""",ALABAMA,30.78
"=""35209""",ALABAMA,30.78
"=""35210""",ALABAMA,30.78
"=""35211""",ALABAMA,30.78
"=""35212""",ALABAMA,30.78
"=""35213""",ALABAMA,30.78
"=""35214""",ALABAMA,30.78
"=""35215""",ALABAMA,30.78
"=""35216""",ALABAMA,30.78
"=""35217""",ALABAMA,30.78
"=""35218""",ALABAMA,30.78
"=""35219""",ALABAMA,30.78
"=""35220""",ALABAMA,30.78
"=""35221""",ALABAMA,30.78
"=""35222""",ALABAMA,30.78
"=""35223""",ALABAMA,30.78
"=""35224""",ALABAMA,30.78
"=""35225""",ALABAMA,30.78
"=""35226""",ALABAMA,30.78
"=""35228""",ALABAMA,30.78
"=""35229""",ALABAMA,30.78
"=""35230""",ALABAMA,30.78
"=""35231""",ALABAMA,30.78
"=""35232""",ALABAMA,30.78
"=""35233""",ALABAMA,30.78
"=""35234""",ALABAMA,30.78
"=""35235""",ALABAMA,30.78
"=""35236""",ALABAMA,30.78
"=""35237""",ALABAMA,30.78
"=""35238""",ALABAMA,30.78
"=""35240""",ALABAMA,30.78
"=""35242""",ALABAMA,30.78
"=""35243""",ALABAMA,30.78
"=""35244""",ALABAMA,30.78
"=""35245""",ALABAMA,30.78
"=""35246""",ALABAMA,30.78
"=""35249""",ALABAMA,30.78
"=""35253""",ALABAMA,30.78
"=""35254""",ALABAMA,30.78
"=""35255""",ALABAMA,30.78
"=""35259""",ALABAMA,30.78
"=""35260""",ALABAMA,30.78
"=""35261""",ALABAMA,30.78
"=""35263""",ALABAMA,30.78
"=""35266""",ALABAMA,30.78
"=""35270""",ALABAMA,30.78
"=""35277""",ALABAMA,30.78
"=""35278""",ALABAMA,30.78
"=""35279""",ALABAMA,30.78
"=""35280""",ALABAMA,30.78
"=""35281""",ALABAMA,30.78
"=""35282""",ALABAMA,30.78
"=""35283""",ALABAMA,30.78
"=""35285""",ALABAMA,30.78
"=""35286""",ALABAMA,30.78
"=""35287""",ALABAMA,30.78
"=""35288""",ALABAMA,30.78
"=""35289""",ALABAMA,30.78
"=""35290""",ALABAMA,30.78
"=""35291""",ALABAMA,30.78
"=""35292""",ALABAMA,30.78
"=""35293""",ALABAMA,30.78
"=""35294""",ALABAMA,30.78
"=""35295""",ALABAMA,30.78
"=""35296""",ALABAMA,30.78
"=""35297""",ALABAMA,30.78
"=""35298""",ALABAMA,30.78
"=""35299""",ALABAMA,30.78
"=""35401""",ALABAMA,30.78
"=""35402""",ALABAMA,30.78
"=""35403""",ALABAMA,30.78
"=""35404""",ALABAMA,30.78
"=""35405""",ALABAMA,30.78
"=""35406""",ALABAMA,30.78
"=""35407""",ALABAMA,30.78
"=""35440""",ALABAMA,30.78
"=""35441""",ALABAMA,30.78
"=""35442""",ALABAMA,30.78
"=""35443""",ALABAMA,30.78
"=""35444""",ALABAMA,30.78
"=""35446""",ALABAMA,30.78
"=""35447""",ALABAMA,30.78
"=""35448""",ALABAMA,30.78
"=""35449""",ALABAMA,30.78
"=""35452""",ALABAMA,30.78
"=""35453""",ALABAMA,30.78
"=""35456""",ALABAMA,30.78
"=""35457""",ALABAMA,30.78
"=""35458""",ALABAMA,30.78
"=""35459""",ALABAMA,30.78
"=""35460""",ALABAMA,30.78
"=""35461""",ALABAMA,30.78
"=""35462""",ALABAMA,30.78
"=""35463""",ALABAMA,30.78
"=""35464""",ALABAMA,30.78
"=""35466""",ALABAMA,30.78
"=""35468""",ALABAMA,30.78
"=""35469""",ALABAMA,30.78
"=""35470""",ALABAMA,30.78
"=""35471""",ALABAMA,30.78
"=""35473""",ALABAMA,30.78
"=""35474""",ALABAMA,30.78
"=""35475""",ALABAMA,30.78
"=""35476""",ALABAMA,30.78
"=""35477""",ALABAMA,30.78
"=""35478""",ALABAMA,30.78
"=""35480""",ALABAMA,30.78
"=""35481""",ALABAMA,30.78
"=""35482""",ALABAMA,30.78
"=""35485""",ALABAMA,30.78
"=""35486""",ALABAMA,30.78
"=""35487""",ALABAMA,30.78
"=""35490""",ALABAMA,30.78
"=""35491""",ALABAMA,30.78
"=""35501""",ALABAMA,30.78
"=""35502""",ALABAMA,30.78
"=""35503""",ALABAMA,30.78
"=""35504""",ALABAMA,30.78
"=""35540""",ALABAMA,30.78
"=""35541""",ALABAMA,30.78
"=""35542""",ALABAMA,30.78
"=""35543""",ALABAMA,30.78
"=""35544""",ALABAMA,30.78
"=""35545""",ALABAMA,30.78
"=""35546""",ALABAMA,30.78
"=""35548""",ALABAMA,30.78
"=""35549""",ALABAMA,30.78
"=""35550""",ALABAMA,30.78
"=""35551""",ALABAMA,30.78
"=""35552""",ALABAMA,30.78
"=""35553""",ALABAMA,30.78
"=""35554""",ALABAMA,30.78
"=""35555""",ALABAMA,30.78
"=""35559""",ALABAMA,30.78
"=""35560""",ALABAMA,30.78
"=""35563""",ALABAMA,30.78
"=""35564""",ALABAMA,30.78
"=""35565""",ALABAMA,30.78
"=""35570""",ALABAMA,30.78
"=""35571""",ALABAMA,30.78
"=""35572""",ALABAMA,30.78
"=""35573""",ALABAMA,30.78
"=""35574""",ALABAMA,30.78
"=""35575""",ALABAMA,30.78
"=""35576""",ALABAMA,30.78
"=""35577""",ALABAMA,30.78
"=""35578""",ALABAMA,30.78
"=""35579""",ALABAMA,30.78
"=""35580""",ALABAMA,30.78
"=""35581""",ALABAMA,30.78
"=""35582""",ALABAMA,30.78
"=""35584""",ALABAMA,30.78
"=""35585""",ALABAMA,30.78
"=""35586""",ALABAMA,30.78
"=""35587""",ALABAMA,30.78
"=""35592""",ALABAMA,30.78
"=""35593""",ALABAMA,30.78
"=""35594""",ALABAMA,30.78
"=""35601""",ALABAMA,30.78
"=""35602""",ALABAMA,30.78
"=""35603""",ALABAMA,30.78
"=""35609""",ALABAMA,30.78
"=""35610""",ALABAMA,30.78
"=""35611""",ALABAMA,30.78
"=""35612""",ALABAMA,30.78
"=""35613""",ALABAMA,30.78
"=""35614""",ALABAMA,30.78
"=""35615""",ALABAMA,30.78
"=""35616""",ALABAMA,30.78
"=""35617""",ALABAMA,30.78
"=""35618""",ALABAMA,30.78
"=""35619""",ALABAMA,30.78
"=""35620""",ALABAMA,30.78
"=""35621""",ALABAMA,30.78
"=""35622""",ALABAMA,30.78
"=""35630""",ALABAMA,30.78
"=""35631""",ALABAMA,30.78
"=""35632""",ALABAMA,30.78
"=""35633""",ALABAMA,30.78
"=""35634""",ALABAMA,30.78
"=""35640""",ALABAMA,30.78
"=""35643""",ALABAMA,30.78
"=""35645""",ALABAMA,30.78
"=""35646""",ALABAMA,30.78
"=""35647""",ALABAMA,30.78
"=""35648""",ALABAMA,30.78
"=""35649""",ALABAMA,30.78
"=""35650""",ALABAMA,30.78
"=""35651""",ALABAMA,30.78
"=""35652""",ALABAMA,30.78
"=""35653""",ALABAMA,30.78
"=""35654""",ALABAMA,30.78
"=""35660""",ALABAMA,30.78
"=""35661""",ALABAMA,30.78
"=""35662""",ALABAMA,30.78
"=""35670""",ALABAMA,30.78
"=""35671""",ALABAMA,30.78
"=""35672""",ALABAMA,30.78
"=""35673""",ALABAMA,30.78
"=""35674""",ALABAMA,30.78
"=""35677""",ALABAMA,30.78
"=""35699""",ALABAMA,30.78
"=""35739""",ALABAMA,30.78
"=""35740""",ALABAMA,30.78
"=""35741""",ALABAMA,30.78
"=""35742""",ALABAMA,30.78
"=""35744""",ALABAMA,30.78
"=""35745""",ALABAMA,30.78
"=""35746""",ALABAMA,30.78
"=""35747""",ALABAMA,30.78
"=""35748""",ALABAMA,30.78
"=""35749""",ALABAMA,30.78
"=""35750""",ALABAMA,30.78
"=""35751""",ALABAMA,30.78
"=""35752""",ALABAMA,30.78
"=""35754""",ALABAMA,30.78
"=""35755""",ALABAMA,30.78
"=""35756""",ALABAMA,30.78
"=""35757""",ALABAMA,30.78
"=""35758""",ALABAMA,30.78
"=""35759""",ALABAMA,30.78
"=""35760""",ALABAMA,30.78
"=""35761""",ALABAMA,30.78
"=""35762""",ALABAMA,30.78
"=""35763""",ALABAMA,30.78
"=""35764""",ALABAMA,30.78
"=""35765""",ALABAMA,30.78
"=""35766""",ALABAMA,30.78
"=""35767""",ALABAMA,30.78
"=""35768""",ALABAMA,30.78
"=""35769""",ALABAMA,30.78
"=""35771""",ALABAMA,30.78
"=""35772""",ALABAMA,30.78
"=""35773""",ALABAMA,30.78
"=""35774""",ALABAMA,30.78
"=""35775""",ALABAMA,30.78
"=""35776""",ALABAMA,30.78
"=""35801""",ALABAMA,30.78
"=""35802""",ALABAMA,30.78
"=""35803""",ALABAMA,30.78
"=""35804""",ALABAMA,30.78
"=""35805""",ALABAMA,30.78
"=""35806""",ALABAMA,30.78
"=""35807""",ALABAMA,30.78
"=""35808""",ALABAMA,30.78
"=""35809""",ALABAMA,30.78
"=""35810""",ALABAMA,30.78
"=""35811""",ALABAMA,30.78
"=""35812""",ALABAMA,30.78
"=""35813""",ALABAMA,30.78
"=""35814""",ALABAMA,30.78
"=""35815""",ALABAMA,30.78
"=""35816""",ALABAMA,30.78
"=""35824""",ALABAMA,30.78
"=""35893""",ALABAMA,30.78
"=""35894""",ALABAMA,30.78
"=""35895""",ALABAMA,30.78
"=""35896""",ALABAMA,30.78
"=""35897""",ALABAMA,30.78
"=""35898""",ALABAMA,30.78
"=""35899""",ALABAMA,30.78
"=""35901""",ALABAMA,30.78
"=""35902""",ALABAMA,30.78
"=""35903""",ALABAMA,30.78
"=""35904""",ALABAMA,30.78
"=""35905""",ALABAMA,30.78
"=""35906""",ALABAMA,30.78
"=""35907""",ALABAMA,30.78
"=""35950""",ALABAMA,30.78
"=""35951""",ALABAMA,30.78
"=""35952""",ALABAMA,30.78
"=""35953""",ALABAMA,30.78
"=""35954""",ALABAMA,30.78
"=""35956""",ALABAMA,30.78
"=""35957""",ALABAMA,30.78
"=""35958""",ALABAMA,30.78
"=""35959""",ALABAMA,30.78
"=""35960""",ALABAMA,30.78
"=""35961""",ALABAMA,30.78
"=""35962""",ALABAMA,30.78
"=""35963""",ALABAMA,30.78
"=""35964""",ALABAMA,30.78
"=""35966""",ALABAMA,30.78
"=""35967""",ALABAMA,30.78
"=""35968""",ALABAMA,30.78
"=""35971""",ALABAMA,30.78
"=""35972""",ALABAMA,30.78
"=""35973""",ALABAMA,30.78
"=""35974""",ALABAMA,30.78
"=""35975""",ALABAMA,30.78
"=""35976""",ALABAMA,30.78
"=""35978""",ALABAMA,30.78
"=""35979""",ALABAMA,30.78
"=""35980""",ALABAMA,30.78
"=""35981""",ALABAMA,30.78
"=""35983""",ALABAMA,30.78
"=""35984""",ALABAMA,30.78
"=""35986""",ALABAMA,30.78
"=""35987""",ALABAMA,30.78
"=""35988""",ALABAMA,30.78
"=""35989""",ALABAMA,30.78
"=""35990""",ALABAMA,30.78
"=""35999""",ALABAMA,30.78
"=""36003""",ALABAMA,30.78
"=""36005""",ALABAMA,30.78
"=""36006""",ALABAMA,30.78
"=""36008""",ALABAMA,30.78
"=""36009""",ALABAMA,30.78
"=""36010""",ALABAMA,30.78
"=""36013""",ALABAMA,30.78
"=""36015""",ALABAMA,30.78
"=""36016""",ALABAMA,30.78
"=""36017""",ALABAMA,30.78
"=""36020""",ALABAMA,30.78
"=""36022""",ALABAMA,30.78
"=""36023""",ALABAMA,30.78
"=""36024""",ALABAMA,30.78
"=""36025""",ALABAMA,30.78
"=""36026""",ALABAMA,30.78
"=""36027""",ALABAMA,30.78
"=""36028""",ALABAMA,30.78
"=""36029""",ALABAMA,30.78
"=""36030""",ALABAMA,30.78
"=""36031""",ALABAMA,30.78
"=""36032""",ALABAMA,30.78
"=""36033""",ALABAMA,30.78
"=""36034""",ALABAMA,30.78
"=""36035""",ALABAMA,30.78
"=""36036""",ALABAMA,30.78
"=""36037""",ALABAMA,30.78
"=""36038""",ALABAMA,30.78
"=""36039""",ALABAMA,30.78
"=""36040""",ALABAMA,30.78
"=""36041""",ALABAMA,30.78
"=""36042""",ALABAMA,30.78
"=""36043""",ALABAMA,30.78
"=""36045""",ALABAMA,30.78
"=""36046""",ALABAMA,30.78
"=""36047""",ALABAMA,30.78
"=""36048""",ALABAMA,30.78
"=""36049""",ALABAMA,30.78
"=""36051""",ALABAMA,30.78
"=""36052""",ALABAMA,30.78
"=""36053""",ALABAMA,30.78
"=""36054""",ALABAMA,30.78
"=""36057""",ALABAMA,30.78
"=""36061""",ALABAMA,30.78
"=""36062""",ALABAMA,30.78
"=""36064""",ALABAMA,30.78
"=""36065""",ALABAMA,30.78
"=""36066""",ALABAMA,30.78
"=""36067""",ALABAMA,30.78
"=""36068""",ALABAMA,30.78
"=""36069""",ALABAMA,30.78
"=""36071""",ALABAMA,30.78
"=""36072""",ALABAMA,30.78
"=""36075""",ALABAMA,30.78
"=""36078""",ALABAMA,30.78
"=""36079""",ALABAMA,30.78
"=""36080""",ALABAMA,30.78
"=""36081""",ALABAMA,30.78
"=""36082""",ALABAMA,30.78
"=""36083""",ALABAMA,30.78
"=""36087""",ALABAMA,30.78
"=""36088""",ALABAMA,30.78
"=""36089""",ALABAMA,30.78
"=""36091""",ALABAMA,30.78
"=""36092""",ALABAMA,30.78
"=""36093""",ALABAMA,30.78
"=""36100""",ALABAMA,30.78
"=""36101""",ALABAMA,30.78
"=""36102""",ALABAMA,30.78
"=""36103""",ALABAMA,30.78
"=""36104""",ALABAMA,30.78
"=""36105""",ALABAMA,30.78
"=""36106""",ALABAMA,30.78
"=""36107""",ALABAMA,30.78
"=""36108""",ALABAMA,30.78
"=""36109""",ALABAMA,30.78
"=""36110""",ALABAMA,30.78
"=""36111""",ALABAMA,30.78
"=""36112""",ALABAMA,30.78
"=""36113""",ALABAMA,30.78
"=""36114""",ALABAMA,30.78
"=""36115""",ALABAMA,30.78
"=""36116""",ALABAMA,30.78
"=""36117""",ALABAMA,30.78
"=""36118""",ALABAMA,30.78
"=""36119""",ALABAMA,30.78
"=""36120""",ALABAMA,30.78
"=""36121""",ALABAMA,30.78
"=""36123""",ALABAMA,30.78
