ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
"=""35186""",ALABAMA,31.91
"=""35187""",ALABAMA,31.91
"=""35188""",ALABAMA,31.91
"=""35201""",ALABAMA,31.91
"=""35202""",ALABAMA,31.91
"=""35203""",ALABAMA,31.91
"=""35204""",ALABAMA,31.91
"=""35205""",ALABAMA,31.91
"=""35206""",ALABAMA,31.91
"=""35207""",ALABAMA,31.91
"=""35208""",ALABAMA,31.91
"=""35209""",ALABAMA,31.91
"=""35210""",ALABAMA,31.91
"=""35211""",ALABAMA,31.91
"=""35212""",ALABAMA,31.91
"=""35213""",ALABAMA,31.91
"=""35214""",ALABAMA,31.91
"=""35215""",ALABAMA,31.91
"=""35216""",ALABAMA,31.91
"=""35217""",ALABAMA,31.91
"=""35218""",ALABAMA,31.91
"=""35219""",ALABAMA,31.91
"=""35220""",ALABAMA,31.91
"=""35221""",ALABAMA,31.91
"=""35222""",ALABAMA,31.91
"=""35223""",ALABAMA,31.91
"=""35224""",ALABAMA,31.91
"=""35225""",ALABAMA,31.91
"=""35226""",ALABAMA,31.91
"=""35228""",ALABAMA,31.91
"=""35229""",ALABAMA,31.91
"=""35230""",ALABAMA,31.91
"=""35231""",ALABAMA,31.91
"=""35232""",ALABAMA,31.91
"=""35233""",ALABAMA,31.91
"=""35234""",ALABAMA,31.91
"=""35235""",ALABAMA,31.91
"=""35236""",ALABAMA,31.91
"=""35237""",ALABAMA,31.91
"=""35238""",ALABAMA,31.91
"=""35240""",ALABAMA,31.91
"=""35242""",ALABAMA,31.91
"=""35243""",ALABAMA,31.91
"=""35244""",ALABAMA,31.91
"=""35245""",ALABAMA,31.91
"=""35246""",ALABAMA,31.91
"=""35249""",ALABAMA,31.91
"=""35253""",ALABAMA,31.91
"=""35254""",ALABAMA,31.91
"=""35255""",ALABAMA,31.91
"=""35259""",ALABAMA,31.91
"=""35260""",ALABAMA,31.91
"=""35261""",ALABAMA,31.91
"=""35263""",ALABAMA,31.91
"=""35266""",ALABAMA,31.91
"=""35270""",ALABAMA,31.91
"=""35277""",ALABAMA,31.91
"=""35278""",ALABAMA,31.91
"=""35279""",ALABAMA,31.91
"=""35280""",ALABAMA,31.91
"=""35281""",ALABAMA,31.91
"=""35282""",ALABAMA,31.91
"=""35283""",ALABAMA,31.91
"=""35285""",ALABAMA,31.91
"=""35286""",ALABAMA,31.91
"=""35287""",ALABAMA,31.91
"=""35288""",ALABAMA,31.91
"=""35289""",ALABAMA,31.91
"=""35290""",ALABAMA,31.91
"=""35291""",ALABAMA,31.91
"=""35292""",ALABAMA,31.91
"=""35293""",ALABAMA,31.91
"=""35294""",ALABAMA,31.91
"=""35295""",ALABAMA,31.91
"=""35296""",ALABAMA,31.91
"=""35297""",ALABAMA,31.91
"=""35298""",ALABAMA,31.91
"=""35299""",ALABAMA,31.91
"=""35401""",ALABAMA,31.91
"=""35402""",ALABAMA,31.91
"=""35403""",ALABAMA,31.91
"=""35404""",ALABAMA,31.91
"=""35405""",ALABAMA,31.91
"=""35406""",ALABAMA,31.91
"=""35407""",ALABAMA,31.91
"=""35440""",ALABAMA,31.91
"=""35441""",ALABAMA,31.91
"=""35442""",ALABAMA,31.91
"=""35443""",ALABAMA,31.91
"=""35444""",ALABAMA,31.91
"=""35446""",ALABAMA,31.91
"=""35447""",ALABAMA,31.91
"=""35448""",ALABAMA,31.91
"=""35449""",ALABAMA,31.91
"=""35452""",ALABAMA,31.91
"=""35453""",ALABAMA,31.91
"=""35456""",ALABAMA,31.91
"=""35457""",ALABAMA,31.91
"=""35458""",ALABAMA,31.91
"=""35459""",ALABAMA,31.91
"=""35460""",ALABAMA,31.91
"=""35461""",ALABAMA,31.91
"=""35462""",ALABAMA,31.91
"=""35463""",ALABAMA,31.91
"=""35464""",ALABAMA,31.91
"=""35466""",ALABAMA,31.91
"=""35468""",ALABAMA,31.91
"=""35469""",ALABAMA,31.91
"=""35470""",ALABAMA,31.91
"=""35471""",ALABAMA,31.91
"=""35473""",ALABAMA,31.91
"=""35474""",ALABAMA,31.91
"=""35475""",ALABAMA,31.91
"=""35476""",ALABAMA,31.91
"=""35477""",ALABAMA,31.91
"=""35478""",ALABAMA,31.91
"=""35480""",ALABAMA,31.91
"=""35481""",ALABAMA,31.91
"=""35482""",ALABAMA,31.91
"=""35485""",ALABAMA,31.91
"=""35486""",ALABAMA,31.91
"=""35487""",ALABAMA,31.91
"=""35490""",ALABAMA,31.91
"=""35491""",ALABAMA,31.91
"=""35501""",ALABAMA,31.91
"=""35502""",ALABAMA,31.91
"=""35503""",ALABAMA,31.91
"=""35504""",ALABAMA,31.91
"=""35540""",ALABAMA,31.91
"=""35541""",ALABAMA,31.91
"=""35542""",ALABAMA,31.91
"=""35543""",ALABAMA,31.91
"=""35544""",ALABAMA,31.91
"=""35545""",ALABAMA,31.91
"=""35546""",ALABAMA,31.91
"=""35548""",ALABAMA,31.91
"=""35549""",ALABAMA,31.91
"=""35550""",ALABAMA,31.91
"=""35551""",ALABAMA,31.91
"=""35552""",ALABAMA,31.91
"=""35553""",ALABAMA,31.91
"=""35554""",ALABAMA,31.91
"=""35555""",ALABAMA,31.91
"=""35559""",ALABAMA,31.91
"=""35560""",ALABAMA,31.91
"=""35563""",ALABAMA,31.91
"=""35564""",ALABAMA,31.91
"=""35565""",ALABAMA,31.91
"=""35570""",ALABAMA,31.91
"=""35571""",ALABAMA,31.91
"=""35572""",ALABAMA,31.91
"=""35573""",ALABAMA,31.91
"=""35574""",ALABAMA,31.91
"=""35575""",ALABAMA,31.91
"=""35576""",ALABAMA,31.91
"=""35577""",ALABAMA,31.91
"=""35578""",ALABAMA,31.91
"=""35579""",ALABAMA,31.91
"=""35580""",ALABAMA,31.91
"=""35581""",ALABAMA,31.91
"=""35582""",ALABAMA,31.91
"=""35584""",ALABAMA,31.91
"=""35585""",ALABAMA,31.91
"=""35586""",ALABAMA,31.91
"=""35587""",ALABAMA,31.91
"=""35592""",ALABAMA,31.91
"=""35593""",ALABAMA,31.91
"=""35594""",ALABAMA,31.91
"=""35601""",ALABAMA,31.91
"=""35602""",ALABAMA,31.91
"=""35603""",ALABAMA,31.91
"=""35609""",ALABAMA,31.91
"=""35610""",ALABAMA,31.91
"=""35611""",ALABAMA,31.91
"=""35612""",ALABAMA,31.91
"=""35613""",ALABAMA,31.91
"=""35614""",ALABAMA,31.91
"=""35615""",ALABAMA,31.91
"=""35616""",ALABAMA,31.91
"=""35617""",ALABAMA,31.91
"=""35618""",ALABAMA,31.91
"=""35619""",ALABAMA,31.91
"=""35620""",ALABAMA,31.91
"=""35621""",ALABAMA,31.91
"=""35622""",ALABAMA,31.91
"=""35630""",ALABAMA,31.91
"=""35631""",ALABAMA,31.91
"=""35632""",ALABAMA,31.91
"=""35633""",ALABAMA,31.91
"=""35634""",ALABAMA,31.91
"=""35640""",ALABAMA,31.91
"=""35643""",ALABAMA,31.91
"=""35645""",ALABAMA,31.91
"=""35646""",ALABAMA,31.91
"=""35647""",ALABAMA,31.91
"=""35648""",ALABAMA,31.91
"=""35649""",ALABAMA,31.91
"=""35650""",ALABAMA,31.91
"=""35651""",ALABAMA,31.91
"=""35652""",ALABAMA,31.91
"=""35653""",ALABAMA,31.91
"=""35654""",ALABAMA,31.91
"=""35660""",ALABAMA,31.91
"=""35661""",ALABAMA,31.91
"=""35662""",ALABAMA,31.91
"=""35670""",ALABAMA,31.91
"=""35671""",ALABAMA,31.91
"=""35672""",ALABAMA,31.91
"=""35673""",ALABAMA,31.91
"=""35674""",ALABAMA,31.91
"=""35677""",ALABAMA,31.91
"=""35699""",ALABAMA,31.91
"=""35739""",ALABAMA,31.91
"=""35740""",ALABAMA,31.91
"=""35741""",ALABAMA,31.91
"=""35742""",ALABAMA,31.91
"=""35744""",ALABAMA,31.91
"=""35745""",ALABAMA,31.91
"=""35746""",ALABAMA,31.91
"=""35747""",ALABAMA,31.91
"=""35748""",ALABAMA,31.91
"=""35749""",ALABAMA,31.91
"=""35750""",ALABAMA,31.91
"=""35751""",ALABAMA,31.91
"=""35752""",ALABAMA,31.91
"=""35754""",ALABAMA,31.91
"=""35755""",ALABAMA,31.91
"=""35756""",ALABAMA,31.91
"=""35757""",ALABAMA,31.91
"=""35758""",ALABAMA,31.91
"=""35759""",ALABAMA,31.91
"=""35760""",ALABAMA,31.91
"=""35761""",ALABAMA,31.91
"=""35762""",ALABAMA,31.91
"=""35763""",ALABAMA,31.91
"=""35764""",ALABAMA,31.91
"=""35765""",ALABAMA,31.91
"=""35766""",ALABAMA,31.91
"=""35767""",ALABAMA,31.91
"=""35768""",ALABAMA,31.91
"=""35769""",ALABAMA,31.91
"=""35771""",ALABAMA,31.91
"=""35772""",ALABAMA,31.91
"=""35773""",ALABAMA,31.91
"=""35774""",ALABAMA,31.91
"=""35775""",ALABAMA,31.91
"=""35776""",ALABAMA,31.91
"=""35801""",ALABAMA,31.91
"=""35802""",ALABAMA,31.91
"=""35803""",ALABAMA,31.91
"=""35804""",ALABAMA,31.91
"=""35805""",ALABAMA,31.91
"=""35806""",ALABAMA,31.91
"=""35807""",ALABAMA,31.91
"=""35808""",ALABAMA,31.91
"=""35809""",ALABAMA,31.91
"=""35810""",ALABAMA,31.91
"=""35811""",ALABAMA,31.91
"=""35812""",ALABAMA,31.91
"=""35813""",ALABAMA,31.91
"=""35814""",ALABAMA,31.91
"=""35815""",ALABAMA,31.91
"=""35816""",ALABAMA,31.91
"=""35824""",ALABAMA,31.91
"=""35893""",ALABAMA,31.91
"=""35894""",ALABAMA,31.91
"=""35895""",ALABAMA,31.91
"=""35896""",ALABAMA,31.91
"=""35897""",ALABAMA,31.91
"=""35898""",ALABAMA,31.91
"=""35899""",ALABAMA,31.91
"=""35901""",ALABAMA,31.91
"=""35902""",ALABAMA,31.91
"=""35903""",ALABAMA,31.91
"=""35904""",ALABAMA,31.91
"=""35905""",ALABAMA,31.91
"=""35906""",ALABAMA,31.91
"=""35907""",ALABAMA,31.91
"=""35950""",ALABAMA,31.91
"=""35951""",ALABAMA,31.91
"=""35952""",ALABAMA,31.91
"=""35953""",ALABAMA,31.91
"=""35954""",ALABAMA,31.91
"=""35956""",ALABAMA,31.91
"=""35957""",ALABAMA,31.91
"=""35958""",ALABAMA,31.91
"=""35959""",ALABAMA,31.91
"=""35960""",ALABAMA,31.91
"=""35961""",ALABAMA,31.91
"=""35962""",ALABAMA,31.91
"=""35963""",ALABAMA,31.91
"=""35964""",ALABAMA,31.91
"=""35966""",ALABAMA,31.91
"=""35967""",ALABAMA,31.91
"=""35968""",ALABAMA,31.91
"=""35971""",ALABAMA,31.91
"=""35972""",ALABAMA,31.91
"=""35973""",ALABAMA,31.91
"=""35974""",ALABAMA,31.91
"=""35975""",ALABAMA,31.91
"=""35976""",ALABAMA,31.91
"=""35978""",ALABAMA,31.91
"=""35979""",ALABAMA,31.91
"=""35980""",ALABAMA,31.91
"=""35981""",ALABAMA,31.91
"=""35983""",ALABAMA,31.91
"=""35984""",ALABAMA,31.91
"=""35986""",ALABAMA,31.91
"=""35987""",ALABAMA,31.91
"=""35988""",ALABAMA,31.91
"=""35989""",ALABAMA,31.91
"=""35990""",ALABAMA,31.91
"=""35999""",ALABAMA,31.91
"=""36003""",ALABAMA,31.91
"=""36005""",ALABAMA,31.91
"=""36006""",ALABAMA,31.91
"=""36008""",ALABAMA,31.91
"=""36009""",ALABAMA,31.91
"=""36010""",ALABAMA,31.91
"=""36013""",ALABAMA,31.91
"=""36015""",ALABAMA,31.91
"=""36016""",ALABAMA,31.91
"=""36017""",ALABAMA,31.91
"=""36020""",ALABAMA,31.91
"=""36022""",ALABAMA,31.91
"=""36023""",ALABAMA,31.91
"=""36024""",ALABAMA,31.91
"=""36025""",ALABAMA,31.91
"=""36026""",ALABAMA,31.91
"=""36027""",ALABAMA,31.91
"=""36028""",ALABAMA,31.91
"=""36029""",ALABAMA,31.91
"=""36030""",ALABAMA,31.91
"=""36031""",ALABAMA,31.91
"=""36032""",ALABAMA,31.91
"=""36033""",ALABAMA,31.91
"=""36034""",ALABAMA,31.91
"=""36035""",ALABAMA,31.91
"=""36036""",ALABAMA,31.91
"=""36037""",ALABAMA,31.91
"=""36038""",ALABAMA,31.91
"=""36039""",ALABAMA,31.91
"=""36040""",ALABAMA,31.91
"=""36041""",ALABAMA,31.91
"=""36042""",ALABAMA,31.91
"=""36043""",ALABAMA,31.91
"=""36045""",ALABAMA,31.91
"=""36046""",ALABAMA,31.91
"=""36047""",ALABAMA,31.91
"=""36048""",ALABAMA,31.91
"=""36049""",ALABAMA,31.91
"=""36051""",ALABAMA,31.91
"=""36052""",ALABAMA,31.91
"=""36053""",ALABAMA,31.91
"=""36054""",ALABAMA,31.91
"=""36057""",ALABAMA,31.91
"=""36061""",ALABAMA,31.91
"=""36062""",ALABAMA,31.91
"=""36064""",ALABAMA,31.91
"=""36065""",ALABAMA,31.91
"=""36066""",ALABAMA,31.91
"=""36067""",ALABAMA,31.91
"=""36068""",ALABAMA,31.91
"=""36069""",ALABAMA,31.91
"=""36071""",ALABAMA,31.91
"=""36072""",ALABAMA,31.91
"=""36075""",ALABAMA,31.91
"=""36078""",ALABAMA,31.91
"=""36079""",ALABAMA,31.91
"=""36080""",ALABAMA,31.91
"=""36081""",ALABAMA,31.91
"=""36082""",ALABAMA,31.91
"=""36083""",ALABAMA,31.91
"=""36087""",ALABAMA,31.91
"=""36088""",ALABAMA,31.91
"=""36089""",ALABAMA,31.91
"=""36091""",ALABAMA,31.91
"=""36092""",ALABAMA,31.91
"=""36093""",ALABAMA,31.91
"=""36100""",ALABAMA,31.91
"=""36101""",ALABAMA,31.91
"=""36102""",ALABAMA,31.91
"=""36103""",ALABAMA,31.91
"=""36104""",ALABAMA,31.91
"=""36105""",ALABAMA,31.91
"=""36106""",ALABAMA,31.91
"=""36107""",ALABAMA,31.91
"=""36108""",ALABAMA,31.91
"=""36109""",ALABAMA,31.91
"=""36110""",ALABAMA,31.91
"=""36111""",ALABAMA,31.91
"=""36112""",ALABAMA,31.91
"=""36113""",ALABAMA,31.91
"=""36114""",ALABAMA,31.91
"=""36115""",ALABAMA,31.91
"=""36116""",ALABAMA,31.91
"=""36117""",ALABAMA,31.91
"=""36118""",ALABAMA,31.91
"=""36119""",ALABAMA,31.91
"=""36120""",ALABAMA,31.91
"=""36121""",ALABAMA,31.91
"=""36123""",ALABAMA,31.91
